overall qual,overall cond,year built,year remod/add,exter qual,foundation,bsmt qual,bsmt exposure,bsmtfin type 1,bsmtfin sf 1,total bsmt sf,heating qc,central air,1st flr sf,gr liv area,garage yr blt,garage finish,garage cars,garage area,saleprice
6,6,1977,1977,0.0,2.0,1.0,1.0,3.0,509,675,0.0,1.0,686,1388,1977,-1.0,1,317,157500
6,6,1978,1978,0.0,2.0,0.0,1.0,2.0,595,995,0.0,1.0,1282,1282,1989,-1.0,3,672,174000
5,6,1969,1969,0.0,2.0,1.0,2.0,2.0,523,971,0.0,1.0,971,971,1969,-1.0,1,300,128500
5,7,1972,1972,0.0,2.0,0.0,0.0,0.0,360,864,2.0,1.0,864,864,1972,0.0,1,288,128500
5,8,1972,1972,0.0,2.0,0.0,-1.0,1.0,437,864,2.0,1.0,864,864,1977,-1.0,1,297,119900
6,5,1993,1994,0.0,1.0,1.0,-1.0,3.0,338,630,2.0,1.0,630,1320,1993,-1.0,2,484,137000
8,5,2002,2002,1.0,1.0,1.0,-1.0,3.0,872,1348,2.0,1.0,1358,1358,2002,-1.0,2,418,220000
6,5,2003,2003,1.0,1.0,1.0,1.0,3.0,717,848,2.0,1.0,848,848,2003,1.0,2,420,133000
6,5,2004,2004,1.0,1.0,1.0,0.0,3.0,662,848,2.0,1.0,848,848,2004,0.0,2,420,155900
7,5,2003,2003,1.0,1.0,1.0,-1.0,3.0,1000,1390,2.0,1.0,1390,1390,2003,0.0,2,545,207000
4,6,1910,2000,0.0,2.0,1.0,-1.0,0.0,173,676,1.0,1.0,760,1436,1950,-1.0,2,528,98000
5,4,1959,1959,0.0,2.0,0.0,-1.0,1.0,176,1466,0.0,1.0,1466,1466,1959,1.0,2,528,149900
4,5,1951,1951,0.0,2.0,-1.0,-1.0,-1.0,836,836,0.0,1.0,1220,1220,1951,-1.0,2,396,102000
6,5,2002,2002,0.0,1.0,1.0,1.0,3.0,475,914,2.0,1.0,914,914,1842,-2.0,0,0,117250
5,5,2005,2005,0.0,1.0,1.0,2.0,3.0,547,547,1.0,1.0,1072,1072,2005,1.0,2,525,145000
4,7,1948,1950,0.0,2.0,-1.0,0.0,-2.0,0,624,2.0,1.0,624,936,1948,-1.0,1,265,97900
5,7,1924,1950,0.0,3.0,0.0,-1.0,1.0,392,784,1.0,1.0,949,1221,1965,-1.0,1,392,104900
5,7,1955,1990,0.0,2.0,0.0,-1.0,0.0,167,864,0.0,1.0,864,864,1957,-1.0,2,572,115000
5,7,1918,1950,0.0,3.0,0.0,-1.0,-2.0,0,686,1.0,1.0,686,1250,1955,-1.0,1,280,116000
2,3,1922,1955,0.0,3.0,0.0,-1.0,-2.0,0,498,0.0,-1.0,498,498,1922,-1.0,1,216,35000
4,7,1910,1993,0.0,3.0,0.0,-1.0,-2.0,0,616,0.0,-1.0,1055,1273,1910,-1.0,1,275,121000
7,8,1926,1997,0.0,3.0,0.0,-1.0,2.0,424,624,2.0,1.0,743,1479,1926,-1.0,1,312,160000
5,5,1939,1950,0.0,2.0,0.0,1.0,-1.0,646,992,-1.0,1.0,992,1465,1939,-1.0,1,240,131000
5,4,1941,1950,0.0,2.0,-1.0,-1.0,-1.0,384,824,0.0,-1.0,824,1288,1941,-1.0,1,240,112000
4,5,1922,1950,0.0,3.0,-1.0,-1.0,-2.0,0,700,2.0,1.0,1180,1180,1922,-1.0,1,252,137500
5,5,1953,1953,0.0,2.0,0.0,0.0,1.0,841,1165,0.0,1.0,1336,1336,1953,-1.0,1,375,157000
6,7,1926,1950,0.0,1.0,0.0,-1.0,2.0,374,861,2.0,1.0,861,1285,1950,1.0,2,506,145400
4,4,1925,1950,0.0,3.0,-1.0,-1.0,-2.0,0,432,0.0,-1.0,672,672,1842,-2.0,0,0,72000
4,6,1925,1950,0.0,3.0,0.0,-1.0,-2.0,0,641,1.0,1.0,641,641,1925,-1.0,1,272,85000
4,6,1920,1950,0.0,2.0,0.0,-1.0,0.0,637,637,1.0,1.0,897,1336,1994,-1.0,1,570,108000
3,5,1916,1950,0.0,1.0,-1.0,-1.0,-2.0,0,216,-1.0,-1.0,576,936,1842,-2.0,0,0,78000
8,5,2001,2001,1.0,1.0,2.0,-1.0,-2.0,0,1491,2.0,1.0,1491,1491,2001,0.0,2,490,209000
6,5,1977,1977,0.0,2.0,1.0,2.0,3.0,975,975,0.0,1.0,1004,1004,1977,-1.0,2,504,135000
6,6,1975,1975,0.0,2.0,0.0,1.0,3.0,576,1128,0.0,1.0,1210,1210,1975,-1.0,2,528,148000
7,5,1986,1986,1.0,2.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,1295,1295,1986,0.0,1,312,230000
6,6,1987,1987,0.0,2.0,1.0,-1.0,3.0,980,1112,1.0,1.0,1137,1137,1987,-1.0,2,551,176000
7,5,1990,1990,0.0,2.0,1.0,-1.0,2.0,1053,1309,0.0,1.0,1339,1339,1990,1.0,2,484,180000
6,5,2000,2000,1.0,-2.0,1.0,1.0,3.0,1136,1381,2.0,1.0,1403,1403,2000,-1.0,2,470,202000
7,5,1997,1997,0.0,1.0,1.0,2.0,3.0,1243,1288,1.0,1.0,1368,1368,1997,1.0,4,784,215000
6,5,1998,1998,0.0,1.0,2.0,-1.0,3.0,897,1216,2.0,1.0,1216,1216,1998,-1.0,2,402,164000
6,5,1998,1998,0.0,1.0,2.0,-1.0,3.0,1201,1237,2.0,1.0,1337,1337,1998,1.0,2,405,153500
5,6,1977,1977,0.0,1.0,1.0,0.0,-2.0,0,264,0.0,1.0,616,1304,1977,0.0,1,336,104500
5,6,1977,1977,0.0,1.0,0.0,-1.0,2.0,548,757,2.0,1.0,925,1475,1977,0.0,1,336,127000
5,7,1968,2003,0.0,2.0,0.0,-1.0,2.0,441,864,2.0,1.0,874,874,1968,0.0,1,288,126500
4,6,1970,1970,0.0,2.0,1.0,1.0,3.0,522,630,0.0,1.0,630,630,1842,-2.0,0,0,73000
4,4,1972,1972,0.0,2.0,0.0,-1.0,0.0,252,546,0.0,1.0,546,1092,1972,-1.0,1,253,79400
5,5,1969,1979,0.0,1.0,0.0,1.0,0.0,119,1104,-1.0,1.0,1360,1360,1969,0.0,1,336,140000
4,5,1970,1970,0.0,2.0,0.0,-1.0,-2.0,0,546,0.0,1.0,546,1092,1842,-2.0,0,0,79500
4,7,1970,1970,0.0,2.0,0.0,-1.0,-2.0,0,546,1.0,1.0,546,1092,1842,-2.0,0,0,90500
5,5,1977,1977,0.0,2.0,0.0,-1.0,2.0,936,1126,-1.0,1.0,1126,1126,1977,0.0,2,484,160000
6,6,1984,1984,0.0,2.0,0.0,1.0,3.0,819,1003,0.0,1.0,1003,1003,1984,-1.0,2,588,142500
5,5,1983,1983,0.0,2.0,1.0,1.0,1.0,301,864,0.0,1.0,902,902,1983,-1.0,2,484,131000
5,5,1992,1992,0.0,1.0,1.0,1.0,3.0,337,912,0.0,1.0,970,970,1842,-2.0,0,0,132000
5,5,1974,1975,0.0,2.0,1.0,1.0,2.0,1071,1389,1.0,1.0,1389,1389,1975,0.0,2,418,170000
